Gene.symbol,P.Value,logFC,Cell Line
MARF1,0.0355,0.32544036,BAS
TCP1,0.0426,0.32547641,BAS
UTP14A,0.041,0.32551118,BAS
RECQL5,0.0409,0.32554642,BAS
PPFIA3,0.0352,0.32554779,BAS
UQCRC2,0.0403,0.3258637,BAS
POLR3H,0.0352,0.32603554,BAS
TMEM45B,0.0324,0.32626183,BAS
ZNF30,0.0297,0.32629078,BAS
VWA1,0.0472,0.32638478,BAS
RBP3,0.0403,0.32705038,BAS
PRMT2,0.0296,0.32712387,BAS
BZW2,0.0357,0.32721046,BAS
NOTCH3,0.0363,0.32728607,BAS
KCNK1,0.0415,0.32772734,BAS
SLC27A1,0.033,0.32773411,BAS
ZBTB24,0.041,0.3279071,BAS
KLC3,0.0355,0.32905931,BAS
TOPBP1,0.0408,0.32926023,BAS
PGBD5,0.036,0.32932863,BAS
RNF13,0.0438,0.32939621,BAS
ZC3H15,0.0387,0.32956208,BAS
PDCD10,0.0396,0.32998378,BAS
FGF11,0.0379,0.3301454,BAS
TIMM29,0.0356,0.330496,BAS
FBXW9,0.0266,0.33080847,BAS
NDUFA10,0.044,0.33110501,BAS
CHMP4B,0.0319,0.33124592,BAS
KIF3B,0.0409,0.33125989,BAS
SELP,0.0303,0.33164716,BAS
ZNF805,0.0315,0.33166321,BAS
SIPA1L1,0.0383,0.331743,BAS
GLB1,0.0348,0.3317733,BAS
HIBCH,0.0434,0.33180746,BAS
TGIF2-RAB5IF,0.0381,0.33188989,BAS
PSME3,0.0354,0.33200582,BAS
MYNN,0.0301,0.33216236,BAS
TSGA10,0.0283,0.33241628,BAS
CCDC97,0.0482,0.33257418,BAS
TRIM37,0.0373,0.33281326,BAS
SPRR1B,0.0321,0.33297575,BAS
UROS,0.0295,0.33297679,BAS
LASP1,0.0427,0.33313322,BAS
OTUD6B,0.0248,0.33315971,BAS
UNK,0.0494,0.33361798,BAS
DTWD2,0.039,0.3337117,BAS
ASMTL,0.0419,0.33394732,BAS
FEM1A,0.0434,0.33425312,BAS
DIPK1A,0.0293,0.33460859,BAS
MPDU1,0.0463,0.33466133,BAS
HSF1,0.0334,0.33510208,BAS
SUZ12,0.0406,0.33513061,BAS
ZNF2,0.0243,0.33547745,BAS
EEFSEC,0.0204,0.33550124,BAS
FADD,0.0286,0.33570814,BAS
SDHB,0.0498,0.33575179,BAS
DPH3,0.0412,0.33625994,BAS
ANKZF1,0.0457,0.3363013,BAS
AUNIP,0.0399,0.33665891,BAS
ZSCAN29,0.0222,0.33669482,BAS
ACP6,0.0312,0.33686596,BAS
CCNE1,0.0312,0.33792874,BAS
SLC9A7,0.0414,0.33802096,BAS
LTN1,0.0342,0.33808426,BAS
ANP32C,0.024,0.33812795,BAS
CALB1,0.0366,0.33827431,BAS
RYK,0.0482,0.33862983,BAS
RPF2,0.0463,0.33865133,BAS
ARL13B,0.0231,0.33925091,BAS
TAMM41,0.0455,0.33945555,BAS
MATN3,0.0289,0.34009018,BAS
POP5,0.0412,0.34010289,BAS
JAGN1,0.0216,0.34056206,BAS
IREB2,0.0402,0.34092509,BAS
DAW1,0.0304,0.34105838,BAS
ZNF100,0.0371,0.34116222,BAS
EIF3I,0.0346,0.34134905,BAS
SLC16A1,0.0445,0.34143525,BAS
LRP11,0.0345,0.34148745,BAS
F11R,0.0265,0.34149262,BAS
STOML2,0.0269,0.34160538,BAS
MPZL3,0.0331,0.34169729,BAS
CYP11B1,0.0233,0.34170241,BAS
DDX23,0.0336,0.3425603,BAS
RRM2,0.0296,0.34257565,BAS
RALGAPB,0.0348,0.34265191,BAS
WDR55,0.0221,0.3428449,BAS
RNF2,0.0309,0.34321872,BAS
DNAJC11,0.0393,0.34323512,BAS
ESPL1,0.0253,0.34352392,BAS
CD164L2,0.0263,0.3439863,BAS
ZBTB44,0.0295,0.34400104,BAS
ZNF507,0.0375,0.34419833,BAS
PRMT5,0.0244,0.34442164,BAS
MECR,0.0381,0.34459554,BAS
TMPRSS11E,0.0382,0.34463632,BAS
TNPO2,0.0453,0.34464515,BAS
H2BC5,0.0458,0.34478029,BAS
IMPDH2,0.0355,0.34494412,BAS
PPIB,0.0325,0.34518203,BAS
ZNF518B,0.0303,0.34519066,BAS
PCYT1A,0.0327,0.34528981,BAS
SLC25A23,0.0203,0.34538448,BAS
DYRK2,0.0396,0.34576534,BAS
MAP4K3,0.0275,0.34581795,BAS
FBXO11,0.0233,0.3458445,BAS
RAI1,0.0445,0.3458643,BAS
FHIT,0.0232,0.34595923,BAS
DFFA,0.0317,0.34614915,BAS
NOP58,0.0315,0.34632374,BAS
BICDL1,0.0353,0.34632627,BAS
VPS35,0.023,0.34639595,BAS
SLC25A13,0.0337,0.3464949,BAS
H4C5,0.0296,0.34661727,BAS
GRIK1-AS2,0.0176,0.346641,BAS
SEPTIN9,0.0233,0.34668286,BAS
WDCP,0.0413,0.3467226,BAS
RYBP,0.0357,0.34705459,BAS
DCAF7,0.0383,0.34715136,BAS
RXYLT1,0.0472,0.34718474,BAS
TUBD1,0.0288,0.34728905,BAS
POLR3F,0.0499,0.34740467,BAS
NUP62,0.0323,0.34742031,BAS
UTP4,0.0415,0.3474218,BAS
ATP5PO,0.0346,0.34750013,BAS
CAPNS2,0.0342,0.34776165,BAS
FLAD1,0.0297,0.34787835,BAS
KPNA4,0.0429,0.34802778,BAS
TMA16,0.0391,0.34804214,BAS
YWHAB,0.0324,0.34850679,BAS
THAP12,0.0315,0.34862535,BAS
ZNF519,0.0267,0.34925743,BAS
ZNF605,0.0489,0.34943354,BAS
FHL3,0.0375,0.34944825,BAS
RAB35,0.038,0.34966156,BAS
UBA3,0.0369,0.35000214,BAS
RAD54L,0.0237,0.35007527,BAS
H3C10,0.0373,0.350144,BAS
H3-5,0.0384,0.35030103,BAS
NRG1,0.0441,0.35046604,BAS
MYO10,0.0245,0.35055308,BAS
KPNA1,0.0308,0.35087964,BAS
COX6A1,0.0298,0.35111299,BAS
TP53TG3B,0.034,0.35112149,BAS
SERINC5,0.0198,0.35121433,BAS
SV2B,0.0415,0.35126424,BAS
MPP2,0.0398,0.35129405,BAS
LHFPL2,0.0369,0.35131624,BAS
CHD8,0.033,0.35136342,BAS
PDZD8,0.041,0.35144675,BAS
FUNDC1,0.0272,0.35156506,BAS
KRTAP2-1,0.0313,0.35164478,BAS
TUBE1,0.0413,0.35174463,BAS
ADCK5,0.0228,0.35177427,BAS
TICAM1,0.0196,0.35213641,BAS
FOXK2,0.0271,0.35217707,BAS
VPS25,0.0302,0.35243594,BAS
ZNF570,0.0297,0.35244367,BAS
LARGE1,0.0374,0.35244417,BAS
DNAH6,0.0361,0.35254616,BAS
NUTF2,0.0339,0.35278726,BAS
PPIG,0.0287,0.35285765,BAS
CIB1,0.0212,0.3532567,BAS
EIF3G,0.0272,0.35344437,BAS
MYO9B,0.0401,0.3535399,BAS
NMT1,0.0261,0.35361989,BAS
TIMMDC1,0.0257,0.35362366,BAS
STK25,0.0258,0.3539303,BAS
SIRPB2,0.038,0.35414833,BAS
HSD17B1,0.0211,0.35417126,BAS
ENPP4,0.0397,0.35419566,BAS
TMEM250,0.0266,0.35441356,BAS
C3orf33,0.0218,0.35449567,BAS
PSME4,0.0397,0.35459225,BAS
PRR14,0.0211,0.35463712,BAS
RNF152,0.0205,0.35468268,BAS
MED27,0.0269,0.35472704,BAS
GTPBP3,0.0255,0.35476065,BAS
TRMT61B,0.0188,0.35539079,BAS
TWNK,0.0483,0.35568886,BAS
RPGRIP1L,0.0487,0.35577806,BAS
STYK1,0.0275,0.35595754,BAS
PHAF1,0.0324,0.35613349,BAS
NDUFB4,0.0339,0.3561746,BAS
ALKBH5,0.0216,0.35621117,BAS
ANAPC5,0.0304,0.35621824,BAS
ELMO2,0.0229,0.35648683,BAS
PIK3CA,0.0184,0.35662351,BAS
COMMD2,0.0326,0.35700109,BAS
RPS21,0.0366,0.35727825,BAS
AAR2,0.0223,0.35734933,BAS
MRPS5,0.0329,0.35776785,BAS
STX8,0.0322,0.35795642,BAS
C15orf61,0.021,0.35855007,BAS
STAT6,0.0318,0.35862066,BAS
JPT1,0.0267,0.35865809,BAS
PALS2,0.024,0.35874481,BAS
NUFIP1,0.0245,0.35878436,BAS
DBX1,0.0449,0.35881935,BAS
SERPINB5,0.0283,0.35883435,BAS
RAB5C,0.0314,0.35887768,BAS
ANKRD42,0.0254,0.3591886,BAS
MRPL23,0.0324,0.35922427,BAS
PTP4A1,0.0314,0.35928393,BAS
NAA60,0.0242,0.3593292,BAS
H2AC17,0.0288,0.35958515,BAS
MRGPRX4,0.0256,0.35959495,BAS
ADPRS,0.0361,0.35967903,BAS
TOR2A,0.0287,0.36020915,BAS
RIMS3,0.0247,0.36039693,BAS
DPEP2NB,0.0273,0.36074491,BAS
PDZK1,0.0477,0.36085739,BAS
IL4R,0.0245,0.36104687,BAS
GRB2,0.0203,0.36105487,BAS
TRIP13,0.0233,0.36120029,BAS
PDE5A,0.0378,0.36131671,BAS
SYNCRIP,0.0294,0.36168533,BAS
CCDC113,0.0267,0.361691,BAS
ABCE1,0.0269,0.36184866,BAS
NLE1,0.0353,0.36219627,BAS
C1QTNF12,0.0237,0.36239597,BAS
VGLL1,0.0349,0.36240686,BAS
SFSWAP,0.0302,0.36260772,BAS
C1orf159,0.0309,0.36269452,BAS
NOC3L,0.0244,0.36280156,BAS
PAXBP1,0.0355,0.36280284,BAS
HELZ,0.0306,0.36291692,BAS
AGK,0.0198,0.36332707,BAS
PLXNA1,0.0229,0.36337548,BAS
MOB4,0.0358,0.36382987,BAS
UNC93B1,0.0329,0.36423272,BAS
RAC2,0.027,0.36445654,BAS
ZNF587,0.0288,0.36504036,BAS
ST20-MTHFS,0.0398,0.36553709,BAS
UBXN2A,0.0295,0.36555327,BAS
DDIAS,0.0156,0.36559897,BAS
PPP1R21,0.0482,0.36598839,BAS
QARS1,0.0183,0.36610287,BAS
MMS19,0.0307,0.36612754,BAS
COPE,0.03,0.36622265,BAS
BYSL,0.0208,0.36624892,BAS
EIF2B4,0.0162,0.3663136,BAS
TSR1,0.0253,0.36632569,BAS
ZSCAN26,0.0233,0.36642484,BAS
KRT2,0.0164,0.36646804,BAS
STX16,0.0259,0.36653331,BAS
BRWD3,0.0453,0.36691862,BAS
SH3BGRL3,0.0345,0.36696534,BAS
ERP29,0.03,0.36704694,BAS
KBTBD8,0.0232,0.36731919,BAS
CALHM6,0.0254,0.36737152,BAS
XKR6,0.0331,0.36750443,BAS
GPKOW,0.0272,0.36763039,BAS
MINK1,0.0274,0.36818571,BAS
NAA50,0.0254,0.36821908,BAS
MCMBP,0.0201,0.36844614,BAS
SEC23IP,0.0289,0.3689069,BAS
LLGL2,0.021,0.36904105,BAS
GOSR1,0.0208,0.36922053,BAS
HADHB,0.0222,0.36933143,BAS
GPR162,0.0271,0.36943069,BAS
TAF11,0.0276,0.36945442,BAS
CASP6,0.015,0.36958162,BAS
CAPN6,0.0164,0.3696016,BAS
TOMM22,0.0192,0.36984916,BAS
PTGER2,0.0224,0.37018111,BAS
CHTF8,0.0206,0.37063179,BAS
ANPEP,0.0319,0.37072353,BAS
BRD7,0.0322,0.37080403,BAS
ATF1,0.022,0.37081617,BAS
DDHD1,0.027,0.37096638,BAS
MRPL11,0.0242,0.37117771,BAS
PSMF1,0.0194,0.37127443,BAS
TGM1,0.0472,0.37152167,BAS
EML4,0.0229,0.3715817,BAS
CDC42EP4,0.0229,0.37173456,BAS
ZNF682,0.0302,0.37184668,BAS
POLR2D,0.033,0.37211647,BAS
MTM1,0.0393,0.37220285,BAS
CCT4,0.0166,0.37231397,BAS
CSNK1G3,0.0145,0.37252862,BAS
MED13,0.0228,0.37314374,BAS
SQLE,0.0288,0.37369725,BAS
PDSS1,0.0163,0.3738548,BAS
CYP4F2,0.0167,0.37392392,BAS
DHODH,0.015,0.3740522,BAS
WDR61,0.0414,0.37405337,BAS
ARFGEF2,0.0282,0.37435146,BAS
NBEAL1,0.0494,0.37445973,BAS
SYNRG,0.0201,0.37456909,BAS
TFAP2C,0.0147,0.37462884,BAS
CGB3,0.0245,0.37469459,BAS
CASP8,0.0139,0.37489557,BAS
INKA1,0.0485,0.37510618,BAS
GAREM2,0.0211,0.37511346,BAS
SPATA5L1,0.0459,0.37513744,BAS
PDK1,0.0151,0.37515447,BAS
CTNNB1,0.0176,0.37539499,BAS
RNLS,0.0152,0.37559094,BAS
KCNMB4,0.0209,0.37600683,BAS
H4C3,0.0228,0.37605664,BAS
IFNGR2,0.0159,0.37607349,BAS
GLS,0.0172,0.37646988,BAS
TMTC2,0.0267,0.37663059,BAS
HSFY2,0.0209,0.37664789,BAS
CARNMT1,0.0223,0.37682096,BAS
NUDT3,0.0178,0.37695167,BAS
LYPLA1,0.0238,0.37720925,BAS
HMG20A,0.0335,0.37732787,BAS
BLM,0.0227,0.37738347,BAS
SERPINB8,0.0402,0.37747662,BAS
GABPA,0.0141,0.37764691,BAS
CDYL2,0.0168,0.37778858,BAS
STUB1,0.0323,0.37786575,BAS
ACTL6B,0.0108,0.3780508,BAS
EGR3,0.0288,0.37816697,BAS
MZT2A,0.0256,0.37817074,BAS
VPS39,0.0258,0.37839965,BAS
PCP4L1,0.0189,0.37841105,BAS
TNFAIP1,0.0169,0.37920882,BAS
C17orf80,0.0248,0.37929523,BAS
SUCLG2,0.0163,0.37935198,BAS
POP4,0.0175,0.37955472,BAS
HCAR1,0.02,0.37959098,BAS
NSUN6,0.0193,0.37973796,BAS
HLA-DMA,0.0243,0.37983595,BAS
H2BC11,0.0258,0.38016953,BAS
GPCPD1,0.0434,0.38021819,BAS
SLC46A1,0.0336,0.38022074,BAS
TRIB1,0.0261,0.38060189,BAS
CEP290,0.0385,0.38068595,BAS
H2BC17,0.038,0.38096883,BAS
PSMD7,0.032,0.38104716,BAS
LPAR2,0.0379,0.3814207,BAS
CHML,0.0463,0.38191409,BAS
COL11A1,0.0255,0.38203698,BAS
RNF5,0.0181,0.38215553,BAS
CAMSAP3,0.0239,0.3822596,BAS
KIFAP3,0.0333,0.38229733,BAS
SRSF12,0.022,0.38248746,BAS
ZNF614,0.0125,0.3824934,BAS
PFDN6,0.0275,0.38249822,BAS
GATD3A,0.014,0.38253851,BAS
ZNRF1,0.017,0.38265393,BAS
P3H4,0.0113,0.38268586,BAS
SDF2,0.0201,0.38278443,BAS
UAP1,0.0206,0.382864,BAS
PHKA1,0.0208,0.38286786,BAS
ABCF3,0.011,0.38296708,BAS
COX6B2,0.0144,0.38312012,BAS
SCRIB,0.0228,0.38319284,BAS
PRKAR2A,0.0218,0.38327656,BAS
ING2,0.0146,0.38352682,BAS
OSBPL6,0.0407,0.3835502,BAS
PRPF6,0.0138,0.38361935,BAS
SLC25A41,0.0138,0.38368815,BAS
LZTFL1,0.0181,0.38384921,BAS
RTF2,0.0123,0.38386751,BAS
MAP9,0.0217,0.38392136,BAS
FHDC1,0.0178,0.38416048,BAS
HYAL2,0.0293,0.38423205,BAS
LSM6,0.0164,0.38440709,BAS
ZNF681,0.0343,0.38474766,BAS
RGS14,0.0244,0.3847913,BAS
MTMR4,0.0252,0.38482094,BAS
SLC25A32,0.0212,0.38492308,BAS
RPS6KA1,0.0131,0.38497303,BAS
STK17A,0.0191,0.38508702,BAS
RPL27,0.014,0.38520555,BAS
ACTL6A,0.0112,0.38526468,BAS
INTS8,0.0242,0.3856235,BAS
NUMBL,0.0321,0.38562844,BAS
PSMD6,0.0307,0.38574647,BAS
PRG2,0.0312,0.38574751,BAS
SENP2,0.021,0.38592091,BAS
NEUROD4,0.0217,0.38599124,BAS
LOXL3,0.0228,0.38601521,BAS
NELL1,0.0137,0.38643007,BAS
SREK1IP1,0.0259,0.38662226,BAS
ZC3H8,0.0318,0.38668188,BAS
AKAP1,0.0116,0.38673801,BAS
PAK2,0.0143,0.38687017,BAS
EDRF1,0.0406,0.38695383,BAS
KLHL8,0.013,0.38852919,BAS
WDR91,0.0125,0.38855945,BAS
FAM98C,0.0122,0.38856544,BAS
RAB34,0.0112,0.38930536,BAS
MCM9,0.0174,0.38935192,BAS
H3C2,0.0256,0.38943591,BAS
LDAF1,0.0358,0.38949685,BAS
HSPE1-MOB4,0.0226,0.38979124,BAS
FUNDC2,0.0105,0.38984981,BAS
MED31,0.043,0.39007167,BAS
SSB,0.025,0.39008705,BAS
ZNF792,0.0385,0.39019749,BAS
RRP1B,0.0172,0.39036326,BAS
HLA-DPA1,0.0454,0.39048853,BAS
LMAN2L,0.013,0.39100531,BAS
ZNF628,0.0116,0.39104565,BAS
SCYL2,0.0106,0.39105836,BAS
DMAC1,0.0166,0.39150041,BAS
PIAS1,0.0152,0.3919015,BAS
MEX3C,0.0424,0.39210008,BAS
MCRIP2,0.0325,0.39228478,BAS
MAPK6,0.0184,0.39229992,BAS
SH2B2,0.0421,0.39283334,BAS
NDC1,0.0206,0.39288452,BAS
UPF1,0.0131,0.39301088,BAS
NIPAL4,0.0124,0.39305288,BAS
CYP2J2,0.0126,0.39307354,BAS
SORCS2,0.00866,0.39312665,BAS
CRYBG1,0.0176,0.3932108,BAS
PIGB,0.0281,0.39330963,BAS
TRAF4,0.00932,0.39334641,BAS
PET100,0.0235,0.39348243,BAS
MRPS18B,0.0133,0.39368492,BAS
USP4,0.016,0.3941555,BAS
SETD4,0.0243,0.39428475,BAS
EBNA1BP2,0.0158,0.39430092,BAS
RPS27A,0.0188,0.39463367,BAS
IL20RB,0.0165,0.3946548,BAS
MTBP,0.0138,0.39465582,BAS
ZNF799,0.0124,0.3947192,BAS
PYDC1,0.0101,0.39480018,BAS
ERGIC3,0.0127,0.39480995,BAS
U2AF2,0.0144,0.39510584,BAS
RAB40B,0.00886,0.39525843,BAS
PPIL1,0.0192,0.39542574,BAS
ADRM1,0.0174,0.39550594,BAS
UBE2G2,0.0173,0.39598673,BAS
H2AC12,0.0114,0.39616147,BAS
OSGEP,0.0196,0.39620123,BAS
MRPS28,0.0133,0.39647262,BAS
ITSN1,0.00908,0.39688981,BAS
C2orf68,0.0203,0.39692279,BAS
POLRMT,0.018,0.39699055,BAS
ARHGAP12,0.00894,0.39703194,BAS
LRRC34,0.0133,0.39738776,BAS
ANAPC11,0.0142,0.3974165,BAS
RALY,0.0142,0.39747621,BAS
AKIRIN2,0.0149,0.39748841,BAS
ARFGAP1,0.019,0.3976575,BAS
APOA2,0.0175,0.39767316,BAS
CNP,0.0327,0.39776409,BAS
PTPN4,0.0161,0.3977877,BAS
ZNF529-AS1,0.0193,0.39797167,BAS
MELTF,0.0382,0.39803976,BAS
RNF41,0.012,0.39811592,BAS
TREM1,0.0124,0.3982275,BAS
CHMP2A,0.0154,0.39851779,BAS
CLPX,0.00793,0.39867267,BAS
PSMD2,0.0145,0.39868212,BAS
TICRR,0.0206,0.39894657,BAS
ZNF429,0.024,0.39901192,BAS
KCNJ14,0.0141,0.39908102,BAS
RPAP3,0.0145,0.39926362,BAS
CSRNP3,0.0207,0.39927223,BAS
DHX32,0.021,0.39947046,BAS
RNFT1,0.0145,0.39965264,BAS
CASP10,0.0122,0.39974316,BAS
ALAS1,0.0146,0.39978844,BAS
OGDHL,0.0152,0.40000721,BAS
CNOT10,0.0146,0.40003346,BAS
ATP6V1G3,0.00935,0.40023788,BAS
SPOP,0.0153,0.40026576,BAS
PDE12,0.0152,0.40030463,BAS
SCAF4,0.0167,0.40030964,BAS
GCN1,0.014,0.40038846,BAS
RASA1,0.0241,0.40057814,BAS
CDV3,0.0159,0.40091838,BAS
SPAM1,0.0101,0.40104189,BAS
FAAP24,0.0159,0.40114792,BAS
DLX3,0.0118,0.40125842,BAS
PPP4R4,0.0229,0.40146028,BAS
NCOA6,0.0166,0.40159076,BAS
CHD3,0.0249,0.40182391,BAS
CHD4,0.0179,0.40184813,BAS
MKS1,0.0105,0.4018982,BAS
KIF18B,0.0128,0.40254527,BAS
NBR1,0.0316,0.40292091,BAS
CD2AP,0.0169,0.40292473,BAS
PFAS,0.0339,0.40302017,BAS
WDR75,0.0295,0.40319737,BAS
SLC43A2,0.0159,0.40329914,BAS
TRIM14,0.0158,0.40340947,BAS
RAB22A,0.018,0.40346102,BAS
NUBP1,0.0176,0.40346377,BAS
DYRK1B,0.042,0.4034926,BAS
PUM3,0.0201,0.40403566,BAS
C8orf33,0.0139,0.40405285,BAS
H1-2,0.0137,0.40413017,BAS
ZBTB39,0.028,0.40449261,BAS
GBGT1,0.0266,0.40462463,BAS
FANCD2,0.0164,0.40476655,BAS
TBL3,0.00813,0.40489528,BAS
ARPC4,0.0108,0.40507531,BAS
CSK,0.0287,0.40517536,BAS
QTRT1,0.0184,0.40522545,BAS
DNLZ,0.0101,0.40533425,BAS
OAF,0.0321,0.40539025,BAS
RXRB,0.0106,0.40553537,BAS
ZNF417,0.0127,0.40564231,BAS
VRK2,0.0145,0.40587312,BAS
SNX29P2,0.0143,0.4059856,BAS
H3C7,0.0117,0.40615798,BAS
DAZAP1,0.0269,0.40622279,BAS
PDYN,0.012,0.40646715,BAS
SIAH1,0.0243,0.4065506,BAS
ABHD14A,0.02,0.40658666,BAS
CIAO3,0.0239,0.40678213,BAS
PITX1,0.0215,0.40692042,BAS
XYLB,0.0118,0.40719599,BAS
PRMT7,0.016,0.40731444,BAS
LRATD1,0.0207,0.4074506,BAS
HAS2,0.00994,0.40799388,BAS
ARL2BP,0.037,0.40814158,BAS
CHID1,0.0136,0.40836083,BAS
SFXN4,0.0152,0.40857578,BAS
CDR2L,0.0235,0.40868605,BAS
TNFRSF19,0.0385,0.40908641,BAS
ZNF175,0.0091,0.40953791,BAS
MCM10,0.0114,0.40958048,BAS
PDCD2,0.0126,0.40961559,BAS
FYTTD1,0.0111,0.4098388,BAS
TOMM70,0.00791,0.40994589,BAS
PREB,0.0273,0.4099984,BAS
CSE1L,0.014,0.41000901,BAS
NDUFAF8,0.0187,0.41018341,BAS
TUBGCP4,0.0114,0.4102532,BAS
ILF3,0.00993,0.4104981,BAS
MAN2B1,0.00894,0.41056427,BAS
ABRACL,0.0115,0.41126189,BAS
RIN1,0.0221,0.41179725,BAS
KAT7,0.011,0.41212758,BAS
ZWILCH,0.0179,0.41212928,BAS
DDX51,0.0205,0.41234726,BAS
COA3,0.0122,0.41270563,BAS
SNRPA,0.0149,0.41287148,BAS
VAV3,0.00714,0.4132955,BAS
LMO4,0.0258,0.41396853,BAS
ARMCX5,0.0105,0.41397613,BAS
ZNF618,0.0168,0.41456012,BAS
RAET1G,0.012,0.41458088,BAS
OSBPL11,0.014,0.41474607,BAS
DNAJC2,0.0149,0.41520831,BAS
PFKM,0.0178,0.4157889,BAS
OR2B6,0.0166,0.41584991,BAS
EML2,0.0308,0.41585459,BAS
DVL1,0.00927,0.41604759,BAS
TMEM265,0.0252,0.41607392,BAS
RAB3GAP1,0.00845,0.41621088,BAS
ISG20,0.0306,0.41656704,BAS
SIK1,0.0378,0.41659008,BAS
HTRA2,0.013,0.41669324,BAS
DPYSL3,0.0149,0.41672268,BAS
DDX49,0.0173,0.41677182,BAS
WDR6,0.0336,0.41686586,BAS
SEC23B,0.0116,0.41696631,BAS
SAMD4B,0.0121,0.4170833,BAS
DYNC1I2,0.0129,0.41757175,BAS
SH3PXD2A,0.00992,0.41775643,BAS
TNIK,0.0149,0.4178369,BAS
UBE2C,0.00978,0.41789289,BAS
OST4,0.0142,0.41797041,BAS
MTG1,0.0179,0.41797071,BAS
CSDE1,0.00842,0.41809286,BAS
FANCG,0.0172,0.41836575,BAS
INO80B,0.00934,0.41852457,BAS
YTHDF1,0.0115,0.41866477,BAS
SEPHS2,0.011,0.4187406,BAS
PPP1R14B,0.0136,0.41900422,BAS
TMEM102,0.00986,0.41908907,BAS
HINT3,0.00781,0.41918397,BAS
ZNF518A,0.0407,0.4192143,BAS
ZNF200,0.00987,0.41980024,BAS
XPO6,0.024,0.41982072,BAS
NUDT4,0.0117,0.41994139,BAS
TAF8,0.0167,0.42012871,BAS
RUNDC3A,0.00576,0.42024012,BAS
CHMP2B,0.00721,0.42030855,BAS
UBOX5,0.0118,0.42035899,BAS
CSNK2A2,0.00744,0.42041624,BAS
MAFIP,0.0174,0.42048725,BAS
STK32C,0.0289,0.42050944,BAS
MRPL47,0.0129,0.42059449,BAS
FAHD2A,0.013,0.42072165,BAS
MED20,0.00861,0.42073958,BAS
ETFB,0.0137,0.42087827,BAS
GMEB2,0.01,0.42117295,BAS
CASC3,0.0373,0.42145729,BAS
SLC5A3,0.0108,0.42152471,BAS
MRPS34,0.00746,0.42153258,BAS
TMEM87B,0.012,0.42248055,BAS
KRT75,0.00606,0.42251382,BAS
BFAR,0.00832,0.42292012,BAS
COQ3,0.0113,0.42307731,BAS
NXF2B,0.0175,0.42320487,BAS
GPRASP2,0.0138,0.42351795,BAS
NHSL1,0.0338,0.42406131,BAS
PTRH2,0.016,0.42428451,BAS
SSBP3,0.0219,0.42453082,BAS
DLGAP4,0.0199,0.42458551,BAS
TMEM53,0.00964,0.42470193,BAS
NLN,0.0157,0.42488379,BAS
ANXA9,0.0184,0.42504035,BAS
UTP15,0.016,0.4251863,BAS
TTC26,0.019,0.42536501,BAS
MRPL42,0.011,0.4253907,BAS
GPR153,0.0217,0.42564377,BAS
SHPRH,0.0367,0.42573373,BAS
RSAD1,0.0288,0.42623101,BAS
BABAM1,0.00805,0.42625201,BAS
LTV1,0.00673,0.42630838,BAS
CCDC12,0.00473,0.42666272,BAS
MIPEP,0.01,0.42686317,BAS
IL17RD,0.0121,0.42719523,BAS
EMP3,0.0115,0.42744988,BAS
CCNT1,0.00946,0.42759296,BAS
H2BC3,0.0052,0.4280265,BAS
RTTN,0.0115,0.42815062,BAS
GOPC,0.00498,0.42821222,BAS
SHISA6,0.0109,0.4282449,BAS
SNAPC4,0.0062,0.42833052,BAS
DUSP6,0.00959,0.42853794,BAS
ZNF639,0.00782,0.42863743,BAS
PIK3C2B,0.0127,0.42869856,BAS
UTP18,0.0178,0.42874553,BAS
GTF2E1,0.00579,0.42886601,BAS
CKS1B,0.00771,0.42890141,BAS
FZD3,0.0187,0.42914919,BAS
UBA6,0.0117,0.42928894,BAS
SARNP,0.0149,0.42942736,BAS
DBF4B,0.0138,0.42946858,BAS
SLC20A1,0.0159,0.42959471,BAS
CCDC66,0.012,0.42976437,BAS
MAPKBP1,0.0101,0.43010583,BAS
COPS9,0.00551,0.43015563,BAS
KIAA1549L,0.017,0.43063641,BAS
METTL5,0.00509,0.43064466,BAS
KIF22,0.00837,0.43074204,BAS
RNF25,0.0094,0.43086878,BAS
SLMAP,0.00655,0.43097564,BAS
TPRKB,0.029,0.43107843,BAS
EXO1,0.00999,0.43111743,BAS
AP5S1,0.0176,0.43112638,BAS
ZNF267,0.00753,0.43184276,BAS
MEAK7,0.0122,0.43215009,BAS
TENM3,0.0326,0.43225789,BAS
HCFC1,0.00939,0.43303661,BAS
KATNB1,0.00884,0.43312725,BAS
PRSS2,0.0169,0.43347894,BAS
CACNG7,0.00984,0.43359796,BAS
PRKCQ,0.0228,0.4338626,BAS
JHY,0.0103,0.43418294,BAS
MRPL35,0.011,0.43452609,BAS
TWF2,0.0111,0.43472328,BAS
PPP2R5D,0.00672,0.43538273,BAS
KDELR1,0.00975,0.43585093,BAS
TCP11L2,0.0104,0.43634538,BAS
ATG16L1,0.00595,0.43645025,BAS
H2AC14,0.0119,0.43670157,BAS
CDC25B,0.00832,0.4370348,BAS
LY6G5C,0.0133,0.43704085,BAS
CHRNA9,0.0313,0.43717613,BAS
ADA,0.0108,0.43725656,BAS
GEMIN6,0.00657,0.43760989,BAS
PYDC2,0.0432,0.437849,BAS
KDM1A,0.00853,0.43788095,BAS
PNKP,0.0134,0.43808628,BAS
PRDM4,0.00722,0.43825327,BAS
